CaseMasterID,ActID,SectionID,ActOrderID,SectionOrderID
163,IPC,420,1,1
164,IPC,392,1,1
165,IPC,307,1,1
166,IPC,392,1,1
167,IPC,379,1,1
168,IPC,457,1,1
168,IPC,380,1,1
169,IPC,392,1,1
170,IPC,354,1,1
171,IPC,356,1,1
171,IPC,379,1,1
172,IPC,323,1,1
173,IPC,323,1,1
174,IPC,420,1,1
175,IPC,307,1,1
176,IPC,379,1,1
177,IPC,392,1,1
178,IPC,323,1,1
179,IPC,356,1,1
179,IPC,379,1,1
180,IPC,392,1,1
181,IPC,354,1,1
182,IPC,356,1,1
182,IPC,379,1,1
183,IPC,420,1,1
184,IPC,420,1,1
185,IPC,392,1,1
186,IPC,457,1,1
186,IPC,380,1,1
187,IPC,302,1,1
188,IPC,354,1,1
189,IPC,354,1,1
190,IPC,392,1,1
191,IPC,302,1,1
192,IPC,323,1,1
193,IPC,457,1,1
193,IPC,380,1,1
194,IPC,302,1,1
195,IPC,457,1,1
195,IPC,380,1,1
196,IPC,379,1,1
197,IPC,356,1,1
197,IPC,379,1,1
198,IPC,356,1,1
198,IPC,379,1,1
199,IPC,356,1,1
199,IPC,379,1,1
200,IPC,302,1,1
201,IPC,379,1,1
201,IPC,411,1,1
202,IPC,379,1,1
203,IPC,356,1,1
203,IPC,379,1,1
204,IPC,420,1,1
205,IPC,379,1,1
206,IPC,356,1,1
206,IPC,379,1,1
207,IPC,302,1,1
208,IPC,354,1,1
209,IPC,354,1,1
210,IPC,379,1,1
211,IPC,307,1,1
212,IPC,379,1,1
213,IPC,379,1,1
214,IPC,457,1,1
214,IPC,380,1,1
215,IPC,379,1,1
216,IPC,392,1,1
217,IPC,354,1,1
218,IPC,379,1,1
219,IPC,392,1,1
220,IPC,457,1,1
220,IPC,380,1,1
221,IPC,379,1,1
221,IPC,411,1,1
222,IPC,307,1,1
223,IPC,379,1,1
224,IPC,420,1,1
225,IPC,356,1,1
225,IPC,379,1,1
226,IPC,307,1,1
227,IPC,323,1,1
228,IPC,457,1,1
228,IPC,380,1,1
229,IPC,420,1,1
230,IPC,323,1,1
231,IPC,392,1,1
232,IPC,420,1,1
233,IPC,307,1,1
234,IPC,354,1,1
235,IPC,420,1,1
236,IPC,323,1,1
237,IPC,379,1,1
237,IPC,411,1,1
238,IPC,356,1,1
238,IPC,379,1,1
239,IPC,379,1,1
240,IPC,457,1,1
240,IPC,380,1,1
241,IPC,457,1,1
241,IPC,380,1,1
242,IPC,307,1,1
243,IPC,379,1,1
243,IPC,411,1,1
244,IPC,392,1,1
245,IPC,379,1,1
246,IPC,307,1,1
247,IPC,323,1,1
248,IPC,323,1,1
249,IPC,379,1,1
249,IPC,411,1,1
250,IPC,379,1,1
250,IPC,411,1,1
251,IPC,392,1,1
252,IPC,302,1,1
253,IPC,420,1,1
254,IPC,356,1,1
254,IPC,379,1,1
255,IPC,307,1,1
256,IPC,307,1,1
257,IPC,307,1,1
258,IPC,356,1,1
258,IPC,379,1,1
259,IPC,356,1,1
259,IPC,379,1,1
260,IPC,302,1,1
261,IPC,323,1,1
262,IPC,307,1,1
263,IPC,420,1,1
264,IPC,392,1,1
265,IPC,379,1,1
265,IPC,411,1,1
266,IPC,356,1,1
266,IPC,379,1,1
267,IPC,302,1,1
268,IPC,457,1,1
268,IPC,380,1,1
269,IPC,379,1,1
269,IPC,411,1,1
270,IPC,457,1,1
270,IPC,380,1,1
271,IPC,392,1,1
272,IPC,356,1,1
272,IPC,379,1,1
273,IPC,302,1,1
274,IPC,457,1,1
274,IPC,380,1,1
275,IPC,323,1,1
276,IPC,379,1,1
276,IPC,411,1,1
277,IPC,307,1,1
278,IPC,307,1,1
279,IPC,379,1,1
280,IPC,302,1,1
281,IPC,354,1,1
282,IPC,323,1,1
283,IPC,379,1,1
283,IPC,411,1,1
284,IPC,457,1,1
284,IPC,380,1,1
285,IPC,379,1,1
286,IPC,307,1,1
287,IPC,323,1,1
288,IPC,354,1,1
289,IPC,379,1,1
289,IPC,411,1,1
290,IPC,323,1,1
291,IPC,420,1,1
292,IPC,457,1,1
292,IPC,380,1,1
293,IPC,420,1,1
294,IPC,356,1,1
294,IPC,379,1,1
295,IPC,392,1,1
296,IPC,379,1,1
296,IPC,411,1,1
297,IPC,379,1,1
297,IPC,411,1,1
298,IPC,302,1,1
299,IPC,379,1,1
300,IPC,379,1,1
300,IPC,411,1,1
301,IPC,302,1,1
302,IPC,392,1,1
303,IPC,379,1,1
304,IPC,379,1,1
305,IPC,457,1,1
305,IPC,380,1,1
306,IPC,354,1,1
307,IPC,379,1,1
308,IPC,379,1,1
308,IPC,411,1,1
309,IPC,379,1,1
309,IPC,411,1,1
310,IPC,354,1,1
311,IPC,420,1,1
312,IPC,302,1,1
313,IPC,392,1,1
314,IPC,354,1,1
315,IPC,302,1,1
316,IPC,307,1,1
317,IPC,323,1,1
318,IPC,379,1,1
318,IPC,411,1,1
319,IPC,307,1,1
320,IPC,307,1,1
321,IPC,323,1,1
322,IPC,302,1,1
323,IPC,420,1,1
324,IPC,302,1,1
325,IPC,420,1,1
326,IPC,379,1,1
327,IPC,379,1,1
327,IPC,411,1,1
328,IPC,354,1,1
329,IPC,307,1,1
330,IPC,356,1,1
330,IPC,379,1,1
331,IPC,379,1,1
332,IPC,392,1,1
333,IPC,379,1,1
334,IPC,379,1,1
335,IPC,392,1,1
336,IPC,323,1,1
337,IPC,420,1,1
338,IPC,323,1,1
339,IPC,379,1,1
339,IPC,411,1,1
340,IPC,379,1,1
340,IPC,411,1,1
341,IPC,354,1,1
342,IPC,379,1,1
342,IPC,411,1,1
343,IPC,354,1,1
344,IPC,302,1,1
345,IPC,307,1,1
346,IPC,354,1,1
347,IPC,379,1,1
347,IPC,411,1,1
348,IPC,354,1,1
349,IPC,420,1,1
350,IPC,307,1,1
351,IPC,323,1,1
352,IPC,420,1,1
353,IPC,323,1,1
354,IPC,379,1,1
355,IPC,457,1,1
355,IPC,380,1,1
356,IPC,356,1,1
356,IPC,379,1,1
357,IPC,307,1,1
358,IPC,323,1,1
359,IPC,307,1,1
360,IPC,379,1,1
361,IPC,354,1,1
362,IPC,379,1,1
362,IPC,411,1,1
363,IPC,379,1,1
363,IPC,411,1,1
364,IPC,323,1,1
365,IPC,323,1,1
366,IPC,302,1,1
367,IPC,354,1,1
368,IPC,379,1,1
369,IPC,356,1,1
369,IPC,379,1,1
370,IPC,392,1,1
371,IPC,323,1,1
372,IPC,307,1,1
373,IPC,354,1,1
374,IPC,307,1,1
375,IPC,307,1,1
376,IPC,307,1,1
377,IPC,354,1,1
378,IPC,457,1,1
378,IPC,380,1,1
379,IPC,379,1,1
379,IPC,411,1,1
380,IPC,323,1,1
381,IPC,379,1,1
381,IPC,411,1,1
382,IPC,356,1,1
382,IPC,379,1,1
383,IPC,323,1,1
384,IPC,457,1,1
384,IPC,380,1,1
385,IPC,457,1,1
385,IPC,380,1,1
386,IPC,302,1,1
387,IPC,379,1,1
387,IPC,411,1,1
388,IPC,356,1,1
388,IPC,379,1,1
389,IPC,420,1,1
390,IPC,307,1,1
391,IPC,457,1,1
391,IPC,380,1,1
392,IPC,354,1,1
393,IPC,379,1,1
393,IPC,411,1,1
394,IPC,392,1,1
395,IPC,420,1,1
396,IPC,457,1,1
396,IPC,380,1,1
397,IPC,356,1,1
397,IPC,379,1,1
398,IPC,379,1,1
399,IPC,420,1,1
400,IPC,302,1,1
401,IPC,323,1,1
402,IPC,420,1,1
403,IPC,356,1,1
403,IPC,379,1,1
404,IPC,307,1,1
405,IPC,356,1,1
405,IPC,379,1,1
406,IPC,420,1,1
407,IPC,420,1,1
408,IPC,379,1,1
408,IPC,411,1,1
409,IPC,392,1,1
410,IPC,323,1,1
411,IPC,323,1,1
412,IPC,302,1,1
413,IPC,302,1,1
414,IPC,420,1,1
415,IPC,356,1,1
415,IPC,379,1,1
416,IPC,356,1,1
416,IPC,379,1,1
417,IPC,392,1,1
418,IPC,356,1,1
418,IPC,379,1,1
419,IPC,392,1,1
420,IPC,356,1,1
420,IPC,379,1,1
421,IPC,307,1,1
422,IPC,323,1,1
423,IPC,307,1,1
424,IPC,392,1,1
425,IPC,307,1,1
426,IPC,356,1,1
426,IPC,379,1,1
427,IPC,307,1,1
428,IPC,379,1,1
428,IPC,411,1,1
429,IPC,356,1,1
429,IPC,379,1,1
430,IPC,356,1,1
430,IPC,379,1,1
431,IPC,307,1,1
432,IPC,323,1,1
433,IPC,379,1,1
434,IPC,379,1,1
435,IPC,307,1,1
436,IPC,356,1,1
436,IPC,379,1,1
437,IPC,420,1,1
438,IPC,307,1,1
439,IPC,354,1,1
440,IPC,354,1,1
441,IPC,379,1,1
442,IPC,420,1,1
443,IPC,307,1,1
444,IPC,354,1,1
445,IPC,307,1,1
446,IPC,302,1,1
447,IPC,420,1,1
448,IPC,354,1,1
449,IPC,356,1,1
449,IPC,379,1,1
450,IPC,354,1,1
451,IPC,307,1,1
452,IPC,302,1,1
453,IPC,420,1,1
454,IPC,302,1,1
455,IPC,379,1,1
456,IPC,354,1,1
457,IPC,354,1,1
458,IPC,354,1,1
459,IPC,302,1,1
460,IPC,379,1,1
461,IPC,307,1,1
462,IPC,379,1,1
463,IPC,379,1,1
464,IPC,323,1,1
465,IPC,457,1,1
465,IPC,380,1,1
466,IPC,420,1,1
467,IPC,302,1,1
468,IPC,323,1,1
469,IPC,392,1,1
470,IPC,302,1,1
471,IPC,307,1,1
472,IPC,307,1,1
473,IPC,307,1,1
474,IPC,392,1,1
475,IPC,354,1,1
476,IPC,356,1,1
476,IPC,379,1,1
477,IPC,392,1,1
478,IPC,307,1,1
479,IPC,307,1,1
480,IPC,354,1,1
481,IPC,323,1,1
482,IPC,323,1,1
483,IPC,356,1,1
483,IPC,379,1,1
484,IPC,457,1,1
484,IPC,380,1,1
485,IPC,457,1,1
485,IPC,380,1,1
486,IPC,302,1,1
487,IPC,354,1,1
488,IPC,457,1,1
488,IPC,380,1,1
489,IPC,420,1,1
490,IPC,354,1,1
491,IPC,323,1,1
492,IPC,420,1,1
493,IPC,307,1,1
494,IPC,302,1,1
495,IPC,302,1,1
496,IPC,302,1,1
497,IPC,420,1,1
498,IPC,420,1,1
499,IPC,420,1,1
500,IPC,379,1,1
501,IPC,354,1,1
502,IPC,356,1,1
502,IPC,379,1,1
503,IPC,379,1,1
504,IPC,356,1,1
504,IPC,379,1,1
505,IPC,392,1,1
506,IPC,392,1,1
507,IPC,323,1,1
508,IPC,323,1,1
509,IPC,420,1,1
510,IPC,302,1,1
511,IPC,307,1,1
512,IPC,379,1,1
512,IPC,411,1,1
513,IPC,457,1,1
513,IPC,380,1,1
514,IPC,356,1,1
514,IPC,379,1,1
515,IPC,356,1,1
515,IPC,379,1,1
516,IPC,457,1,1
516,IPC,380,1,1
517,IPC,379,1,1
517,IPC,411,1,1
518,IPC,307,1,1
519,IPC,307,1,1
520,IPC,323,1,1
521,IPC,379,1,1
522,IPC,392,1,1
523,IPC,307,1,1
524,IPC,323,1,1
525,IPC,302,1,1
526,IPC,379,1,1
527,IPC,457,1,1
527,IPC,380,1,1
528,IPC,307,1,1
529,IPC,457,1,1
529,IPC,380,1,1
530,IPC,379,1,1
530,IPC,411,1,1
531,IPC,379,1,1
532,IPC,420,1,1
533,IPC,420,1,1
534,IPC,356,1,1
534,IPC,379,1,1
535,IPC,392,1,1
536,IPC,420,1,1
537,IPC,379,1,1
538,IPC,302,1,1
539,IPC,354,1,1
540,IPC,354,1,1
541,IPC,420,1,1
542,IPC,354,1,1
543,IPC,379,1,1
543,IPC,411,1,1
544,IPC,420,1,1
545,IPC,379,1,1
546,IPC,354,1,1
547,IPC,307,1,1
548,IPC,379,1,1
549,IPC,354,1,1
550,IPC,307,1,1
551,IPC,323,1,1
552,IPC,420,1,1
553,IPC,420,1,1
554,IPC,323,1,1
555,IPC,392,1,1
556,IPC,302,1,1
557,IPC,379,1,1
558,IPC,457,1,1
558,IPC,380,1,1
559,IPC,302,1,1
560,IPC,379,1,1
560,IPC,411,1,1
561,IPC,392,1,1
562,IPC,323,1,1
563,IPC,457,1,1
563,IPC,380,1,1
564,IPC,379,1,1
565,IPC,457,1,1
565,IPC,380,1,1
566,IPC,420,1,1
567,IPC,457,1,1
567,IPC,380,1,1
568,IPC,379,1,1
569,IPC,356,1,1
569,IPC,379,1,1
570,IPC,379,1,1
570,IPC,411,1,1
571,IPC,307,1,1
572,IPC,307,1,1
573,IPC,356,1,1
573,IPC,379,1,1
574,IPC,457,1,1
574,IPC,380,1,1
575,IPC,302,1,1
576,IPC,379,1,1
577,IPC,323,1,1
578,IPC,302,1,1
579,IPC,354,1,1
580,IPC,302,1,1
581,IPC,356,1,1
581,IPC,379,1,1
582,IPC,354,1,1
583,IPC,356,1,1
583,IPC,379,1,1
584,IPC,307,1,1
585,IPC,302,1,1
586,IPC,379,1,1
587,IPC,307,1,1
588,IPC,420,1,1
589,IPC,302,1,1
590,IPC,420,1,1
591,IPC,420,1,1
592,IPC,307,1,1
593,IPC,457,1,1
593,IPC,380,1,1
594,IPC,379,1,1
594,IPC,411,1,1
595,IPC,420,1,1
596,IPC,392,1,1
597,IPC,379,1,1
597,IPC,411,1,1
598,IPC,420,1,1
599,IPC,457,1,1
599,IPC,380,1,1
600,IPC,379,1,1
601,IPC,302,1,1
602,IPC,420,1,1
603,IPC,354,1,1
604,IPC,356,1,1
604,IPC,379,1,1
605,IPC,307,1,1
606,IPC,379,1,1
607,IPC,457,1,1
607,IPC,380,1,1
608,IPC,356,1,1
608,IPC,379,1,1
609,IPC,302,1,1
610,IPC,392,1,1
611,IPC,457,1,1
611,IPC,380,1,1
612,IPC,379,1,1
612,IPC,411,1,1
613,IPC,354,1,1
614,IPC,457,1,1
614,IPC,380,1,1
615,IPC,307,1,1
616,IPC,356,1,1
616,IPC,379,1,1
617,IPC,392,1,1
618,IPC,379,1,1
618,IPC,411,1,1
619,IPC,307,1,1
620,IPC,302,1,1
621,IPC,323,1,1
622,IPC,356,1,1
622,IPC,379,1,1
623,IPC,392,1,1
624,IPC,379,1,1
625,IPC,392,1,1
626,IPC,457,1,1
626,IPC,380,1,1
627,IPC,379,1,1
627,IPC,411,1,1
628,IPC,420,1,1
629,IPC,379,1,1
629,IPC,411,1,1
630,IPC,356,1,1
630,IPC,379,1,1
631,IPC,302,1,1
632,IPC,379,1,1
633,IPC,354,1,1
634,IPC,354,1,1
635,IPC,354,1,1
636,IPC,392,1,1
637,IPC,379,1,1
637,IPC,411,1,1
638,IPC,354,1,1
639,IPC,356,1,1
639,IPC,379,1,1
640,IPC,302,1,1
641,IPC,420,1,1
642,IPC,379,1,1
643,IPC,307,1,1
644,IPC,356,1,1
644,IPC,379,1,1
645,IPC,457,1,1
645,IPC,380,1,1
646,IPC,392,1,1
647,IPC,302,1,1
648,IPC,302,1,1
649,IPC,392,1,1
650,IPC,379,1,1
651,IPC,392,1,1
652,IPC,392,1,1
653,IPC,420,1,1
654,IPC,354,1,1
655,IPC,392,1,1
656,IPC,323,1,1
657,IPC,379,1,1
657,IPC,411,1,1
658,IPC,356,1,1
658,IPC,379,1,1
659,IPC,323,1,1
660,IPC,457,1,1
660,IPC,380,1,1
661,IPC,302,1,1
662,IPC,379,1,1
663,IPC,379,1,1
664,IPC,420,1,1
665,IPC,420,1,1
666,IPC,307,1,1
667,IPC,379,1,1
668,IPC,354,1,1
669,IPC,302,1,1
670,IPC,356,1,1
670,IPC,379,1,1
671,IPC,356,1,1
671,IPC,379,1,1
672,IPC,379,1,1
672,IPC,411,1,1
673,IPC,420,1,1
674,IPC,323,1,1
675,IPC,356,1,1
675,IPC,379,1,1
676,IPC,392,1,1
677,IPC,354,1,1
678,IPC,420,1,1
679,IPC,457,1,1
679,IPC,380,1,1
680,IPC,379,1,1
681,IPC,392,1,1
682,IPC,379,1,1
683,IPC,323,1,1
684,IPC,379,1,1
684,IPC,411,1,1
685,IPC,354,1,1
686,IPC,356,1,1
686,IPC,379,1,1
687,IPC,307,1,1
688,IPC,356,1,1
688,IPC,379,1,1
689,IPC,354,1,1
690,IPC,379,1,1
691,IPC,356,1,1
691,IPC,379,1,1
692,IPC,356,1,1
692,IPC,379,1,1
693,IPC,302,1,1
694,IPC,302,1,1
695,IPC,379,1,1
695,IPC,411,1,1
696,IPC,457,1,1
696,IPC,380,1,1
697,IPC,302,1,1
698,IPC,354,1,1
699,IPC,392,1,1
700,IPC,356,1,1
700,IPC,379,1,1
701,IPC,379,1,1
702,IPC,392,1,1
703,IPC,323,1,1
704,IPC,420,1,1
705,IPC,302,1,1
706,IPC,323,1,1
707,IPC,354,1,1
708,IPC,302,1,1
709,IPC,307,1,1
710,IPC,379,1,1
711,IPC,323,1,1
712,IPC,354,1,1
713,IPC,379,1,1
713,IPC,411,1,1
714,IPC,323,1,1
715,IPC,457,1,1
715,IPC,380,1,1
716,IPC,356,1,1
716,IPC,379,1,1
717,IPC,302,1,1
718,IPC,323,1,1
719,IPC,392,1,1
720,IPC,379,1,1
721,IPC,420,1,1
722,IPC,457,1,1
722,IPC,380,1,1
723,IPC,379,1,1
724,IPC,356,1,1
724,IPC,379,1,1
725,IPC,356,1,1
725,IPC,379,1,1
726,IPC,323,1,1
727,IPC,420,1,1
728,IPC,392,1,1
729,IPC,420,1,1
730,IPC,379,1,1
731,IPC,457,1,1
731,IPC,380,1,1
732,IPC,392,1,1
733,IPC,457,1,1
733,IPC,380,1,1
734,IPC,307,1,1
735,IPC,392,1,1
736,IPC,392,1,1
737,IPC,392,1,1
738,IPC,323,1,1
739,IPC,307,1,1
740,IPC,457,1,1
740,IPC,380,1,1
741,IPC,379,1,1
742,IPC,379,1,1
743,IPC,379,1,1
743,IPC,411,1,1
744,IPC,356,1,1
744,IPC,379,1,1
745,IPC,302,1,1
746,IPC,323,1,1
747,IPC,379,1,1
747,IPC,411,1,1
748,IPC,457,1,1
748,IPC,380,1,1
749,IPC,457,1,1
749,IPC,380,1,1
750,IPC,302,1,1
751,IPC,457,1,1
751,IPC,380,1,1
752,IPC,323,1,1
753,IPC,392,1,1
754,IPC,379,1,1
755,IPC,356,1,1
755,IPC,379,1,1
756,IPC,307,1,1
757,IPC,420,1,1
758,IPC,307,1,1
759,IPC,356,1,1
759,IPC,379,1,1
760,IPC,323,1,1
761,IPC,302,1,1
762,IPC,323,1,1
763,IPC,307,1,1
764,IPC,420,1,1
765,IPC,392,1,1
766,IPC,307,1,1
767,IPC,323,1,1
768,IPC,379,1,1
768,IPC,411,1,1
769,IPC,307,1,1
770,IPC,323,1,1
771,IPC,457,1,1
771,IPC,380,1,1
772,IPC,420,1,1
773,IPC,379,1,1
773,IPC,411,1,1
774,IPC,356,1,1
774,IPC,379,1,1
775,IPC,420,1,1
776,IPC,307,1,1
777,IPC,323,1,1
778,IPC,457,1,1
778,IPC,380,1,1
779,IPC,302,1,1
780,IPC,356,1,1
780,IPC,379,1,1
781,IPC,379,1,1
782,IPC,354,1,1
783,IPC,420,1,1
784,IPC,392,1,1
785,IPC,307,1,1
786,IPC,323,1,1
787,IPC,379,1,1
787,IPC,411,1,1
788,IPC,379,1,1
788,IPC,411,1,1
789,IPC,302,1,1
790,IPC,420,1,1
791,IPC,302,1,1
792,IPC,379,1,1
792,IPC,411,1,1
793,IPC,302,1,1
794,IPC,379,1,1
794,IPC,411,1,1
795,IPC,457,1,1
795,IPC,380,1,1
796,IPC,420,1,1
797,IPC,307,1,1
798,IPC,307,1,1
799,IPC,379,1,1
799,IPC,411,1,1
800,IPC,307,1,1
801,IPC,354,1,1
802,IPC,457,1,1
802,IPC,380,1,1
803,IPC,356,1,1
803,IPC,379,1,1
804,IPC,354,1,1
805,IPC,302,1,1
806,IPC,379,1,1
806,IPC,411,1,1
807,IPC,420,1,1
808,IPC,323,1,1
809,IPC,323,1,1
810,IPC,392,1,1
811,IPC,302,1,1
812,IPC,354,1,1
813,IPC,354,1,1
814,IPC,457,1,1
814,IPC,380,1,1
815,IPC,302,1,1
816,IPC,354,1,1
817,IPC,356,1,1
817,IPC,379,1,1
818,IPC,379,1,1
819,IPC,323,1,1
820,IPC,302,1,1
821,IPC,379,1,1
822,IPC,379,1,1
823,IPC,356,1,1
823,IPC,379,1,1
824,IPC,392,1,1
825,IPC,379,1,1
826,IPC,356,1,1
826,IPC,379,1,1
827,IPC,323,1,1
828,IPC,392,1,1
829,IPC,302,1,1
830,IPC,356,1,1
830,IPC,379,1,1
831,IPC,302,1,1
832,IPC,392,1,1
833,IPC,323,1,1
834,IPC,302,1,1
835,IPC,392,1,1
836,IPC,457,1,1
836,IPC,380,1,1
837,IPC,307,1,1
838,IPC,323,1,1
839,IPC,356,1,1
839,IPC,379,1,1
840,IPC,307,1,1
841,IPC,356,1,1
841,IPC,379,1,1
842,IPC,457,1,1
842,IPC,380,1,1
843,IPC,420,1,1
844,IPC,323,1,1
845,IPC,379,1,1
845,IPC,411,1,1
846,IPC,323,1,1
847,IPC,379,1,1
847,IPC,411,1,1
848,IPC,392,1,1
849,IPC,307,1,1
850,IPC,392,1,1
851,IPC,323,1,1
852,IPC,392,1,1
853,IPC,379,1,1
853,IPC,411,1,1
854,IPC,354,1,1
855,IPC,379,1,1
856,IPC,457,1,1
856,IPC,380,1,1
857,IPC,392,1,1
858,IPC,457,1,1
858,IPC,380,1,1
859,IPC,302,1,1
860,IPC,420,1,1
861,IPC,356,1,1
861,IPC,379,1,1
862,IPC,379,1,1
862,IPC,411,1,1
863,IPC,354,1,1
864,IPC,354,1,1
865,IPC,420,1,1
866,IPC,420,1,1
867,IPC,420,1,1
868,IPC,356,1,1
868,IPC,379,1,1
869,IPC,457,1,1
869,IPC,380,1,1
870,IPC,302,1,1
871,IPC,420,1,1
872,IPC,379,1,1
872,IPC,411,1,1
873,IPC,323,1,1
874,IPC,457,1,1
874,IPC,380,1,1
875,IPC,323,1,1
876,IPC,379,1,1
877,IPC,302,1,1
878,IPC,323,1,1
879,IPC,354,1,1
880,IPC,379,1,1
881,IPC,379,1,1
882,IPC,323,1,1
883,IPC,379,1,1
884,IPC,302,1,1
885,IPC,379,1,1
885,IPC,411,1,1
886,IPC,392,1,1
887,IPC,354,1,1
888,IPC,354,1,1
889,IPC,356,1,1
889,IPC,379,1,1
890,IPC,420,1,1
891,IPC,420,1,1
892,IPC,379,1,1
893,IPC,379,1,1
